"study_ID","companion_Type","score","combo","event_Type","event_Actuator","event_Receiver","time_Seconds"
60,2,0,0,"HIT","PLAYER","PLAYER_ENEMY",7
60,2,0,0,"HIT","PLAYER","PLAYER_ENEMY",7
60,2,0,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",8
60,2,0,1,"HIT","COMPANION","COMPANION_ENEMY",8
60,2,0,2,"HIT_KILL","COMPANION","COMPANION_ENEMY",9
60,2,12,2,"MISS","PLAYER","PLAYER_ENEMY",10
60,2,12,2,"MISS","PLAYER","PLAYER_ENEMY",10
60,2,12,2,"HIT","COMPANION","COMPANION_ENEMY",10
60,2,24,0,"HIT","COMPANION","COMPANION_ENEMY",11
60,2,24,0,"HIT","PLAYER","PLAYER_ENEMY",11
60,2,24,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",11
60,2,24,1,"HIT","PLAYER","PLAYER_ENEMY",12
60,2,24,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",12
60,2,24,2,"MISS","COMPANION","COMPANION_ENEMY",12
60,2,36,2,"BUFF","COMPANION","PLAYER_ENEMY",13
60,2,36,2,"HIT","COMPANION","COMPANION_ENEMY",13
60,2,48,2,"HIT","COMPANION","COMPANION_ENEMY",14
60,2,48,0,"HIT","PLAYER","PLAYER_ENEMY",14
60,2,48,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",15
60,2,48,1,"MISS","PLAYER","PLAYER_ENEMY",15
60,2,48,1,"HIT","PLAYER","PLAYER_ENEMY",15
60,2,48,1,"MISS","COMPANION","COMPANION_ENEMY",15
60,2,48,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",15
60,2,48,2,"MISS","COMPANION","COMPANION_ENEMY",16
60,2,60,2,"HIT","COMPANION","COMPANION_ENEMY",17
60,2,60,2,"MISS","PLAYER","PLAYER_ENEMY",17
60,2,80,2,"MISS","PLAYER","PLAYER_ENEMY",17
60,2,80,0,"HIT","COMPANION","COMPANION_ENEMY",17
60,2,80,0,"MISS","PLAYER","PLAYER_ENEMY",18
60,2,80,0,"HIT","PLAYER","PLAYER_ENEMY",18
60,2,80,0,"HIT","COMPANION","COMPANION_ENEMY",18
60,2,80,0,"MISS","PLAYER","PLAYER_ENEMY",18
60,2,80,0,"HIT","COMPANION","COMPANION_ENEMY",18
60,2,80,0,"SEC_ATTACK","PLAYER","PLAYER_ENEMY",18
60,2,80,0,"HIT","PLAYER","PLAYER_ENEMY",18
60,2,80,0,"MISS","COMPANION","COMPANION_ENEMY",19
60,2,80,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",19
60,2,70,0,"DEATH","PLAYER_ENEMY","PLAYER",19
60,2,70,0,"MISS","COMPANION","COMPANION_ENEMY",19
60,2,70,0,"HIT","PLAYER","PLAYER_ENEMY",19
60,2,70,0,"HIT","PLAYER","PLAYER_ENEMY",20
60,2,70,0,"HIT","COMPANION","COMPANION_ENEMY",20
60,2,70,0,"MISS","PLAYER","PLAYER_ENEMY",20
60,2,70,0,"HIT","COMPANION","COMPANION_ENEMY",21
60,2,70,0,"HIT","PLAYER","PLAYER_ENEMY",21
60,2,70,0,"HIT","PLAYER","PLAYER_ENEMY",21
60,2,70,0,"HIT_KILL","COMPANION","COMPANION_ENEMY",22
60,2,70,0,"HIT","COMPANION","COMPANION_ENEMY",22
60,2,70,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",22
60,2,70,1,"BUFF","COMPANION","PLAYER_ENEMY",23
60,2,76,1,"MISS","PLAYER","PLAYER_ENEMY",23
60,2,86,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",24
60,2,86,1,"HIT","PLAYER","PLAYER_ENEMY",24
60,2,86,1,"HIT","PLAYER","PLAYER_ENEMY",24
60,2,86,1,"MISS","PLAYER","PLAYER_ENEMY",25
60,2,86,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",25
60,2,86,2,"HIT","COMPANION","COMPANION_ENEMY",25
60,2,118,2,"HIT","COMPANION","COMPANION_ENEMY",26
60,2,118,2,"BUFF","PLAYER","PLAYER_ENEMY",26
60,2,118,2,"MISS","COMPANION","COMPANION_ENEMY",26
60,2,118,3,"HIT_KILL","COMPANION","COMPANION_ENEMY",27
