"study_ID","companion_Type","score","combo","event_Type","event_Actuator","event_Receiver","time_Seconds"
53,1,0,0,"HIT","PLAYER","PLAYER_ENEMY",7
53,1,0,0,"NERF","COMPANION","COMPANION_ENEMY",8
53,1,0,0,"HIT","COMPANION","COMPANION_ENEMY",8
53,1,0,0,"HIT","PLAYER","PLAYER_ENEMY",8
53,1,0,0,"HIT","PLAYER","PLAYER_ENEMY",8
53,1,0,0,"HIT","COMPANION","COMPANION_ENEMY",8
53,1,0,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",9
53,1,0,1,"MISS","PLAYER","PLAYER_ENEMY",9
53,1,0,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",9
53,1,0,2,"HIT","COMPANION","COMPANION_ENEMY",9
53,1,0,2,"HIT","PLAYER","PLAYER_ENEMY",10
53,1,0,2,"MISS","PLAYER","PLAYER_ENEMY",10
53,1,0,3,"HIT_KILL","COMPANION","COMPANION_ENEMY",10
53,1,0,3,"MISS","PLAYER","PLAYER_ENEMY",10
53,1,9,3,"HIT","PLAYER","PLAYER_ENEMY",10
53,1,27,4,"HIT_KILL","PLAYER","PLAYER_ENEMY",11
53,1,39,4,"MISS","PLAYER","PLAYER_ENEMY",13
53,1,39,4,"HIT","COMPANION","COMPANION_ENEMY",13
53,1,39,4,"MISS","COMPANION","COMPANION_ENEMY",13
53,1,63,4,"MISS","PLAYER","PLAYER_ENEMY",13
53,1,63,5,"HIT_KILL","COMPANION","COMPANION_ENEMY",13
53,1,63,5,"MISS","COMPANION","COMPANION_ENEMY",15
53,1,78,5,"HIT","PLAYER","PLAYER_ENEMY",15
53,1,78,0,"MISS","COMPANION","COMPANION_ENEMY",15
53,1,78,0,"HIT","PLAYER","PLAYER_ENEMY",15
53,1,78,0,"MISS","PLAYER","PLAYER_ENEMY",16
53,1,78,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",16
53,1,78,1,"MISS","PLAYER","PLAYER_ENEMY",16
53,1,78,1,"HIT","COMPANION","COMPANION_ENEMY",16
53,1,78,1,"HIT","COMPANION","COMPANION_ENEMY",17
53,1,78,1,"NERF","COMPANION","COMPANION_ENEMY",17
53,1,78,1,"MISS","COMPANION","COMPANION_ENEMY",17
53,1,78,1,"HIT","COMPANION","COMPANION_ENEMY",18
53,1,84,0,"HIT","COMPANION","COMPANION_ENEMY",18
53,1,84,0,"MISS","COMPANION","COMPANION_ENEMY",18
53,1,84,0,"MISS","PLAYER","PLAYER_ENEMY",18
53,1,84,0,"HIT","PLAYER","PLAYER_ENEMY",18
53,1,84,0,"MISS","PLAYER","PLAYER_ENEMY",19
53,1,84,0,"MISS","COMPANION","COMPANION_ENEMY",19
53,1,84,0,"HIT","PLAYER","PLAYER_ENEMY",19
53,1,84,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",19
53,1,84,1,"HIT","PLAYER","PLAYER_ENEMY",20
53,1,84,1,"MISS","PLAYER","PLAYER_ENEMY",21
53,1,84,2,"HIT_KILL","COMPANION","COMPANION_ENEMY",21
53,1,90,3,"HIT_KILL","PLAYER","PLAYER_ENEMY",21
53,1,90,3,"MISS","PLAYER","PLAYER_ENEMY",22
53,1,90,3,"HIT","PLAYER","PLAYER_ENEMY",22
53,1,90,3,"MISS","COMPANION","COMPANION_ENEMY",22
53,1,90,3,"HIT","PLAYER","PLAYER_ENEMY",22
53,1,99,3,"HIT","COMPANION","COMPANION_ENEMY",22
53,1,99,3,"HIT","PLAYER","PLAYER_ENEMY",23
53,1,111,4,"HIT_KILL","PLAYER","PLAYER_ENEMY",23
53,1,119,4,"MISS","PLAYER","PLAYER_ENEMY",23
53,1,119,4,"HIT","COMPANION","COMPANION_ENEMY",23
53,1,119,4,"MISS","PLAYER","PLAYER_ENEMY",23
53,1,119,4,"HIT","PLAYER","PLAYER_ENEMY",24
53,1,119,4,"MISS","COMPANION","COMPANION_ENEMY",24
53,1,119,4,"MISS","PLAYER","PLAYER_ENEMY",24
53,1,119,4,"HIT","PLAYER","PLAYER_ENEMY",24
53,1,143,4,"HIT","COMPANION","COMPANION_ENEMY",25
53,1,143,0,"HIT","PLAYER","PLAYER_ENEMY",25
53,1,143,0,"MISS","COMPANION","COMPANION_ENEMY",25
53,1,143,0,"MISS","PLAYER","PLAYER_ENEMY",25
53,1,143,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",26
53,1,146,1,"BUFF","PLAYER","PLAYER_ENEMY",26
53,1,146,1,"HIT","COMPANION","COMPANION_ENEMY",26
53,1,146,1,"NERF","COMPANION","COMPANION_ENEMY",27
53,1,146,1,"HIT","COMPANION","COMPANION_ENEMY",27
53,1,146,1,"MISS","COMPANION","COMPANION_ENEMY",27
53,1,146,1,"MISS","PLAYER","PLAYER_ENEMY",27
53,1,146,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",28
53,1,146,1,"MISS","COMPANION","COMPANION_ENEMY",29
53,1,146,1,"HIT","PLAYER","PLAYER_ENEMY",29
53,1,146,1,"HIT","PLAYER","PLAYER_ENEMY",29
53,1,149,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",30
53,1,149,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",30
53,1,189,2,"MISS","COMPANION","COMPANION_ENEMY",32
53,1,189,2,"MISS","PLAYER","PLAYER_ENEMY",32
53,1,189,0,"HIT","PLAYER","PLAYER_ENEMY",32
53,1,189,0,"MISS","COMPANION","COMPANION_ENEMY",33
53,1,189,0,"HIT","PLAYER","PLAYER_ENEMY",33
53,1,189,0,"HIT","PLAYER","PLAYER_ENEMY",33
53,1,189,0,"MISS","COMPANION","COMPANION_ENEMY",33
53,1,189,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",34
53,1,189,1,"MISS","PLAYER","PLAYER_ENEMY",34
53,1,189,1,"HIT","COMPANION","COMPANION_ENEMY",34
53,1,189,1,"MISS","COMPANION","COMPANION_ENEMY",34
53,1,189,2,"HIT_KILL","COMPANION","COMPANION_ENEMY",34
53,1,189,2,"MISS","PLAYER","PLAYER_ENEMY",35
53,1,189,3,"HIT_KILL","PLAYER","PLAYER_ENEMY",35
53,1,219,3,"HIT","COMPANION","COMPANION_ENEMY",35
53,1,219,3,"MISS","COMPANION","COMPANION_ENEMY",35
53,1,219,3,"MISS","PLAYER","PLAYER_ENEMY",35
53,1,219,3,"HIT","PLAYER","PLAYER_ENEMY",36
53,1,219,4,"HIT_KILL","COMPANION","COMPANION_ENEMY",36
53,1,219,4,"MISS","PLAYER","PLAYER_ENEMY",36
53,1,219,4,"HIT","PLAYER","PLAYER_ENEMY",36
53,1,271,4,"MISS","COMPANION","COMPANION_ENEMY",36
53,1,271,5,"HIT_KILL","COMPANION","COMPANION_ENEMY",36
53,1,271,5,"HIT","COMPANION","COMPANION_ENEMY",36
53,1,271,5,"BUFF","COMPANION","PLAYER_ENEMY",37
53,1,271,5,"MISS","COMPANION","COMPANION_ENEMY",37
53,1,271,6,"HIT_KILL","PLAYER","PLAYER_ENEMY",37
53,1,295,6,"MISS","PLAYER","PLAYER_ENEMY",38
53,1,355,6,"HIT","COMPANION","COMPANION_ENEMY",39
53,1,355,7,"HIT_KILL","COMPANION","COMPANION_ENEMY",39
53,1,355,7,"HIT","COMPANION","COMPANION_ENEMY",39
53,1,355,7,"MISS","PLAYER","PLAYER_ENEMY",39
53,1,355,7,"HIT","PLAYER","PLAYER_ENEMY",39
53,1,355,7,"HIT","COMPANION","COMPANION_ENEMY",39
53,1,355,7,"HIT","PLAYER","PLAYER_ENEMY",40
53,1,397,8,"HIT_KILL","COMPANION","COMPANION_ENEMY",40
53,1,397,8,"HIT","PLAYER","PLAYER_ENEMY",41
53,1,397,8,"MISS","PLAYER","PLAYER_ENEMY",41
53,1,397,9,"HIT_KILL","PLAYER","PLAYER_ENEMY",41
