"study_ID","companion_Type","score","combo","event_Type","event_Actuator","event_Receiver","time_Seconds"
35,2,0,0,"HIT","PLAYER","PLAYER_ENEMY",7
35,2,0,0,"HIT","PLAYER","PLAYER_ENEMY",8
35,2,0,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",8
35,2,0,1,"HIT","COMPANION","COMPANION_ENEMY",9
35,2,0,1,"HIT","COMPANION","COMPANION_ENEMY",9
35,2,0,1,"MISS","PLAYER","PLAYER_ENEMY",9
35,2,0,2,"HIT_KILL","COMPANION","COMPANION_ENEMY",10
35,2,12,2,"MISS","PLAYER","PLAYER_ENEMY",10
35,2,12,2,"BUFF","COMPANION","PLAYER_ENEMY",11
35,2,12,2,"HIT","COMPANION","COMPANION_ENEMY",11
35,2,24,2,"HIT","COMPANION","COMPANION_ENEMY",11
35,2,24,0,"HIT","PLAYER","PLAYER_ENEMY",12
35,2,24,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",12
35,2,24,1,"MISS","PLAYER","PLAYER_ENEMY",13
35,2,24,1,"MISS","COMPANION","COMPANION_ENEMY",13
35,2,25,1,"HIT","COMPANION","COMPANION_ENEMY",14
35,2,30,1,"MISS","PLAYER","PLAYER_ENEMY",14
35,2,30,1,"BUFF","PLAYER","COMPANION_ENEMY",14
35,2,30,0,"HIT","COMPANION","COMPANION_ENEMY",14
35,2,30,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",15
35,2,30,1,"MISS","PLAYER","PLAYER_ENEMY",15
35,2,30,1,"HIT","PLAYER","PLAYER_ENEMY",15
35,2,30,1,"MISS","COMPANION","COMPANION_ENEMY",16
35,2,30,1,"HIT","PLAYER","PLAYER_ENEMY",17
35,2,36,1,"MISS","PLAYER","PLAYER_ENEMY",17
35,2,36,1,"HIT","COMPANION","COMPANION_ENEMY",17
35,2,36,1,"MISS","COMPANION","COMPANION_ENEMY",17
35,2,36,0,"HIT","PLAYER","PLAYER_ENEMY",17
35,2,36,0,"MISS","PLAYER","PLAYER_ENEMY",17
35,2,36,0,"HIT","COMPANION","COMPANION_ENEMY",17
35,2,36,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",18
35,2,36,1,"MISS","PLAYER","PLAYER_ENEMY",18
35,2,36,1,"HIT","COMPANION","COMPANION_ENEMY",18
35,2,36,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",19
35,2,36,3,"HIT_KILL","COMPANION","COMPANION_ENEMY",19
35,2,66,3,"MISS","COMPANION","COMPANION_ENEMY",20
35,2,66,3,"MISS","PLAYER","PLAYER_ENEMY",20
35,2,102,3,"BUFF","COMPANION","PLAYER_ENEMY",20
35,2,126,0,"HIT","COMPANION","COMPANION_ENEMY",21
35,2,126,0,"HIT","PLAYER","PLAYER_ENEMY",21
35,2,126,0,"HIT","COMPANION","COMPANION_ENEMY",21
35,2,126,0,"HIT","PLAYER","PLAYER_ENEMY",22
35,2,126,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",22
35,2,126,1,"HIT","PLAYER","PLAYER_ENEMY",23
35,2,126,1,"MISS","COMPANION","COMPANION_ENEMY",23
35,2,126,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",23
35,2,126,2,"HIT","PLAYER","PLAYER_ENEMY",24
35,2,126,2,"MISS","COMPANION","COMPANION_ENEMY",24
35,2,138,2,"HIT","COMPANION","COMPANION_ENEMY",24
35,2,168,2,"MISS","PLAYER","PLAYER_ENEMY",25
35,2,168,2,"HIT","COMPANION","COMPANION_ENEMY",25
35,2,168,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",25
35,2,168,1,"HIT","PLAYER","PLAYER_ENEMY",26
35,2,168,1,"MISS","COMPANION","COMPANION_ENEMY",26
35,2,168,1,"HIT","PLAYER","PLAYER_ENEMY",27
35,2,174,1,"HIT","COMPANION","COMPANION_ENEMY",27
35,2,174,1,"MISS","COMPANION","COMPANION_ENEMY",27
35,2,174,0,"BUFF","PLAYER","COMPANION_ENEMY",27
35,2,174,0,"HIT","COMPANION","COMPANION_ENEMY",28
35,2,174,0,"MISS","PLAYER","PLAYER_ENEMY",28
35,2,174,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",28
35,2,174,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",28
35,2,174,2,"HIT","PLAYER","PLAYER_ENEMY",29
35,2,174,2,"HIT","PLAYER","PLAYER_ENEMY",30
35,2,190,2,"MISS","PLAYER","PLAYER_ENEMY",30
35,2,198,2,"MISS","COMPANION","COMPANION_ENEMY",30
35,2,198,2,"HIT","PLAYER","PLAYER_ENEMY",30
35,2,198,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",31
35,2,198,1,"HIT","PLAYER","PLAYER_ENEMY",32
35,2,198,1,"HIT","PLAYER","PLAYER_ENEMY",32
35,2,198,1,"BUFF","COMPANION","PLAYER_ENEMY",32
35,2,208,1,"HIT","PLAYER","PLAYER_ENEMY",33
35,2,208,1,"HIT","PLAYER","PLAYER_ENEMY",33
35,2,208,1,"MISS","COMPANION","COMPANION_ENEMY",33
35,2,208,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",33
35,2,208,1,"HIT","PLAYER","PLAYER_ENEMY",34
35,2,208,1,"HIT","PLAYER","PLAYER_ENEMY",34
35,2,208,1,"HIT","COMPANION","COMPANION_ENEMY",35
35,2,223,1,"HIT","PLAYER","PLAYER_ENEMY",35
35,2,213,0,"DEATH","PLAYER_ENEMY","PLAYER",35
35,2,213,0,"HIT","COMPANION","COMPANION_ENEMY",36
35,2,213,0,"HIT","PLAYER","PLAYER_ENEMY",36
35,2,213,0,"HIT_KILL","COMPANION","COMPANION_ENEMY",36
35,2,213,0,"HIT_KILL","PLAYER","PLAYER_ENEMY",37
35,2,213,0,"HIT","PLAYER","PLAYER_ENEMY",37
35,2,213,0,"HIT","PLAYER","PLAYER_ENEMY",37
35,2,213,0,"HIT","PLAYER","PLAYER_ENEMY",38
35,2,215,0,"MISS","COMPANION","COMPANION_ENEMY",38
35,2,228,0,"HIT","COMPANION","COMPANION_ENEMY",38
35,2,228,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",39
35,2,228,1,"MISS","PLAYER","PLAYER_ENEMY",39
35,2,228,1,"HIT","COMPANION","COMPANION_ENEMY",39
35,2,228,1,"HIT","COMPANION","COMPANION_ENEMY",40
35,2,228,2,"HIT_KILL","COMPANION","COMPANION_ENEMY",40
35,2,248,2,"MISS","COMPANION","COMPANION_ENEMY",40
35,2,248,2,"HIT","PLAYER","PLAYER_ENEMY",41
35,2,248,2,"HIT","PLAYER","PLAYER_ENEMY",41
35,2,248,2,"MISS","COMPANION","COMPANION_ENEMY",41
35,2,248,2,"HIT","PLAYER","PLAYER_ENEMY",41
35,2,248,2,"HIT","PLAYER","PLAYER_ENEMY",42
35,2,254,2,"HIT","COMPANION","COMPANION_ENEMY",42
35,2,254,2,"HIT","PLAYER","PLAYER_ENEMY",42
35,2,260,2,"NERF","COMPANION","PLAYER_ENEMY",42
35,2,260,2,"HIT","PLAYER","PLAYER_ENEMY",42
35,2,260,0,"MISS","COMPANION","COMPANION_ENEMY",42
35,2,260,0,"BUFF","PLAYER","COMPANION_ENEMY",42
35,2,260,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",42
35,2,260,1,"HIT","PLAYER","PLAYER_ENEMY",43
35,2,260,1,"HIT","COMPANION","COMPANION_ENEMY",43
35,2,260,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",44
35,2,272,3,"HIT_KILL","PLAYER","PLAYER_ENEMY",45
35,2,272,3,"HIT","COMPANION","COMPANION_ENEMY",45
35,2,272,3,"HIT","PLAYER","PLAYER_ENEMY",45
35,2,281,4,"HIT_KILL","COMPANION","COMPANION_ENEMY",46
35,2,281,5,"HIT_KILL","PLAYER","PLAYER_ENEMY",46
35,2,331,5,"HIT","COMPANION","COMPANION_ENEMY",47
35,2,331,5,"HIT","PLAYER","PLAYER_ENEMY",47
35,2,331,5,"HIT","PLAYER","PLAYER_ENEMY",47
35,2,336,5,"HIT","COMPANION","COMPANION_ENEMY",47
35,2,361,5,"MISS","COMPANION","COMPANION_ENEMY",47
35,2,396,5,"HIT","PLAYER","PLAYER_ENEMY",47
35,2,396,5,"MISS","PLAYER","PLAYER_ENEMY",47
35,2,396,6,"HIT_KILL","COMPANION","COMPANION_ENEMY",48
35,2,396,7,"HIT_KILL","PLAYER","PLAYER_ENEMY",48
35,2,396,7,"MISS","COMPANION","COMPANION_ENEMY",48
35,2,396,7,"HIT","PLAYER","PLAYER_ENEMY",48
35,2,396,7,"HIT","COMPANION","COMPANION_ENEMY",49
35,2,396,7,"HIT","PLAYER","PLAYER_ENEMY",49
35,2,396,7,"HIT","COMPANION","COMPANION_ENEMY",49
35,2,361,0,"DEATH","PLAYER_ENEMY","PLAYER",49
35,2,361,0,"HIT_KILL","COMPANION","COMPANION_ENEMY",50
35,2,361,0,"MISS","COMPANION","COMPANION_ENEMY",50
35,2,361,0,"HIT","PLAYER","PLAYER_ENEMY",50
35,2,361,0,"HIT","COMPANION","COMPANION_ENEMY",51
35,2,361,0,"HIT","PLAYER","PLAYER_ENEMY",51
35,2,361,0,"HIT","COMPANION","COMPANION_ENEMY",51
35,2,361,0,"SEC_ATTACK","COMPANION","COMPANION_ENEMY",51
35,2,361,0,"BUFF","COMPANION","PLAYER_ENEMY",51
35,2,361,0,"HIT","COMPANION","COMPANION_ENEMY",52
35,2,361,0,"HIT_KILL","COMPANION","COMPANION_ENEMY",52
35,2,361,0,"HIT_KILL","PLAYER","PLAYER_ENEMY",52
35,2,361,0,"HIT","COMPANION","COMPANION_ENEMY",52
35,2,361,0,"MISS","PLAYER","PLAYER_ENEMY",52
35,2,377,0,"HIT","PLAYER","PLAYER_ENEMY",53
35,2,377,0,"BUFF","PLAYER","COMPANION_ENEMY",53
35,2,377,0,"MISS","PLAYER","PLAYER_ENEMY",54
35,2,377,0,"HIT","COMPANION","COMPANION_ENEMY",54
35,2,377,0,"HIT","COMPANION","COMPANION_ENEMY",55
35,2,377,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",55
35,2,377,1,"MISS","PLAYER","PLAYER_ENEMY",55
35,2,377,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",56
35,2,377,2,"HIT","PLAYER","PLAYER_ENEMY",56
35,2,377,2,"HIT","COMPANION","COMPANION_ENEMY",56
35,2,377,3,"HIT_KILL","PLAYER","PLAYER_ENEMY",56
35,2,395,3,"HIT","COMPANION","COMPANION_ENEMY",56
35,2,395,3,"HIT","COMPANION","COMPANION_ENEMY",57
35,2,395,3,"HIT","PLAYER","PLAYER_ENEMY",57
35,2,395,3,"MISS","COMPANION","COMPANION_ENEMY",57
35,2,413,3,"HIT","COMPANION","COMPANION_ENEMY",57
35,2,413,3,"HIT","COMPANION","COMPANION_ENEMY",57
35,2,413,3,"MISS","COMPANION","COMPANION_ENEMY",58
35,2,458,4,"HIT_KILL","PLAYER","PLAYER_ENEMY",58
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",58
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",58
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,458,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,466,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,482,4,"HIT","COMPANION","COMPANION_ENEMY",59
35,2,482,4,"MISS","COMPANION","COMPANION_ENEMY",60
35,2,482,0,"HIT","COMPANION","COMPANION_ENEMY",60
35,2,482,0,"HIT","COMPANION","COMPANION_ENEMY",60
35,2,482,0,"HIT","PLAYER","PLAYER_ENEMY",60
