"study_ID","companion_Type","score","combo","event_Type","event_Actuator","event_Receiver","time_Seconds"
16,0,0,0,"HIT","COMPANION","COMPANION_ENEMY",7
16,0,0,0,"HIT","COMPANION","COMPANION_ENEMY",7
16,0,0,0,"HIT","PLAYER","PLAYER_ENEMY",8
16,0,0,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",8
16,0,0,1,"MISS","COMPANION","COMPANION_ENEMY",8
16,0,0,1,"HIT","PLAYER","PLAYER_ENEMY",9
16,0,0,1,"MISS","COMPANION","COMPANION_ENEMY",9
16,0,0,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",9
16,0,0,2,"HIT","COMPANION","COMPANION_ENEMY",9
16,0,0,2,"MISS","PLAYER","PLAYER_ENEMY",10
16,0,12,2,"HIT","COMPANION","COMPANION_ENEMY",10
16,0,12,2,"MISS","COMPANION","COMPANION_ENEMY",10
16,0,12,3,"HIT_KILL","COMPANION","COMPANION_ENEMY",10
16,0,12,3,"MISS","COMPANION","COMPANION_ENEMY",11
16,0,12,3,"MISS","PLAYER","PLAYER_ENEMY",11
16,0,30,3,"HIT","PLAYER","PLAYER_ENEMY",11
16,0,30,3,"MISS","PLAYER","PLAYER_ENEMY",11
16,0,30,3,"HIT","PLAYER","PLAYER_ENEMY",12
16,0,30,3,"HIT","COMPANION","COMPANION_ENEMY",12
16,0,48,3,"MISS","PLAYER","PLAYER_ENEMY",12
16,0,48,4,"HIT_KILL","PLAYER","PLAYER_ENEMY",12
16,0,48,4,"HIT","COMPANION","COMPANION_ENEMY",12
16,0,48,5,"HIT_KILL","COMPANION","COMPANION_ENEMY",13
16,0,48,5,"HIT","PLAYER","PLAYER_ENEMY",14
16,0,78,5,"HIT","PLAYER","PLAYER_ENEMY",14
16,0,108,5,"MISS","PLAYER","PLAYER_ENEMY",15
16,0,108,5,"BUFF","COMPANION","COMPANION_ENEMY",15
16,0,108,5,"HIT","COMPANION","COMPANION_ENEMY",15
16,0,108,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",15
