"study_ID","companion_Type","score","combo","event_Type","event_Actuator","event_Receiver","time_Seconds"
7,2,0,0,"HIT","PLAYER","PLAYER_ENEMY",7
7,2,0,0,"HIT","PLAYER","PLAYER_ENEMY",7
7,2,0,0,"MISS","PLAYER","PLAYER_ENEMY",8
7,2,0,1,"HIT_KILL","PLAYER","PLAYER_ENEMY",8
7,2,0,1,"BUFF","COMPANION","PLAYER_ENEMY",9
7,2,0,1,"MISS","PLAYER","PLAYER_ENEMY",9
7,2,0,1,"HIT","COMPANION","COMPANION_ENEMY",9
7,2,0,1,"MISS","COMPANION","COMPANION_ENEMY",9
7,2,0,1,"MISS","COMPANION","COMPANION_ENEMY",10
7,2,6,1,"MISS","PLAYER","PLAYER_ENEMY",10
7,2,6,0,"HIT","COMPANION","COMPANION_ENEMY",10
7,2,6,0,"MISS","COMPANION","COMPANION_ENEMY",10
7,2,6,0,"MISS","PLAYER","PLAYER_ENEMY",10
7,2,6,0,"HIT","COMPANION","COMPANION_ENEMY",11
7,2,6,0,"MISS","COMPANION","COMPANION_ENEMY",11
7,2,6,0,"HIT","PLAYER","PLAYER_ENEMY",11
7,2,6,0,"MISS","COMPANION","COMPANION_ENEMY",12
7,2,6,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",12
7,2,6,1,"HIT","PLAYER","PLAYER_ENEMY",12
7,2,6,1,"HIT","COMPANION","COMPANION_ENEMY",12
7,2,6,1,"MISS","COMPANION","COMPANION_ENEMY",12
7,2,6,1,"HIT","PLAYER","PLAYER_ENEMY",13
7,2,6,1,"HIT","COMPANION","COMPANION_ENEMY",13
7,2,12,0,"MISS","PLAYER","PLAYER_ENEMY",14
7,2,12,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",14
7,2,12,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",14
7,2,12,2,"HIT","COMPANION","COMPANION_ENEMY",14
7,2,12,2,"MISS","PLAYER","PLAYER_ENEMY",14
7,2,12,2,"HIT","COMPANION","COMPANION_ENEMY",15
7,2,12,2,"SEC_ATTACK","COMPANION","COMPANION_ENEMY",15
7,2,12,3,"HIT_KILL","COMPANION","COMPANION_ENEMY",15
7,2,30,4,"HIT_KILL","COMPANION","COMPANION_ENEMY",15
7,2,70,4,"HIT","PLAYER","PLAYER_ENEMY",16
7,2,70,4,"MISS","PLAYER","PLAYER_ENEMY",16
7,2,70,4,"HIT","PLAYER","PLAYER_ENEMY",16
7,2,118,4,"BUFF","PLAYER","COMPANION_ENEMY",17
7,2,118,4,"HIT","COMPANION","COMPANION_ENEMY",17
7,2,118,0,"HIT","PLAYER","PLAYER_ENEMY",18
7,2,118,0,"HIT","COMPANION","COMPANION_ENEMY",18
7,2,118,0,"MISS","PLAYER","PLAYER_ENEMY",18
7,2,118,0,"BUFF","COMPANION","PLAYER_ENEMY",18
7,2,118,1,"HIT_KILL","COMPANION","COMPANION_ENEMY",19
7,2,118,1,"HIT","PLAYER","PLAYER_ENEMY",19
7,2,118,1,"MISS","PLAYER","PLAYER_ENEMY",19
7,2,118,1,"MISS","COMPANION","COMPANION_ENEMY",20
7,2,118,2,"HIT_KILL","PLAYER","PLAYER_ENEMY",20
7,2,118,0,"DEATH","PLAYER_ENEMY","PLAYER",21
7,2,118,0,"HIT","PLAYER","PLAYER_ENEMY",21
7,2,118,0,"HIT","PLAYER","PLAYER_ENEMY",22
7,2,118,0,"HIT","COMPANION","COMPANION_ENEMY",22
7,2,118,0,"HIT","PLAYER","PLAYER_ENEMY",22
7,2,118,0,"HIT","COMPANION","COMPANION_ENEMY",23
7,2,118,0,"HIT","PLAYER","PLAYER_ENEMY",23
7,2,118,0,"MISS","COMPANION","COMPANION_ENEMY",23
7,2,118,0,"MISS","PLAYER","PLAYER_ENEMY",23
7,2,118,0,"HIT","COMPANION","COMPANION_ENEMY",23
